Swap Counterparty and Reference Obligation,"Buy/Sell
  Protection","Notional
  Amount
  (000)","Pay/Receive
  Fixed Rate","Termination
  Date",CIK,Reporting Type,Report Year
Goldman Sachs,Buy,385,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,850,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,1750,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,330,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,420,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,205,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,700,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,2600,0.1,3/20/12,0000741375,N-CSRS,08
"Goldman Sachs 
  General Motors Acceptance Corp., 6.88%, 8/28/12",Sell,65,3.08,6/20/11,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,15,0.33,3/20/13,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,50,0.3,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,2755,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,2195,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,8000,0.43,03/20/12,0000741375,N-CSRS,08
Credit Suisse,Buy,3615,1,3/20/15,0000741375,N-CSRS,08
Goldman Sachs,Buy,1065,0.5,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,2840,3.05,11/1/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,1680,1.57,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,5960,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,6650,0.22,03/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,53000,0.75,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Sell,3140,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,6180,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Sell,31245,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,1600,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1195,0.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,1700,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,4240,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,8800,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,1660,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,2095,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1015,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,3050,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,13200,0.1,03/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,13000,0.12,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,7800,0.8,03/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Sell,13005,0.6,12/20/12,0000741375,N-CSRS,08
